happy,0.0,0.0,similarity,0.0,0.0,
happy,1.0,81.9910514541387,similarity,1.0,48.48024316109423,
happy,2.0,96.99850857568978,similarity,2.0,83.58531317494601,
happy,3.0,99.19835943325876,similarity,3.0,92.372234935164,
happy,4.0,99.86950037285608,similarity,4.0,95.1900698215671,
happy,5.0,99.90678598061149,similarity,5.0,95.4863813229572,
happy,6.0,100.0,similarity,6.0,95.93432369038311,
happy,7.0,100.0,similarity,7.0,95.93432369038311,
happy,8.0,100.0,similarity,8.0,95.93432369038311,
happy,9.0,100.0,similarity,9.0,95.93432369038311,
happy,10.0,100.0,similarity,10.0,95.93432369038311,
happy,11.0,100.0,similarity,11.0,95.93432369038311,
happy,12.0,100.0,similarity,12.0,95.93432369038311,
happy,13.0,100.0,similarity,13.0,95.93432369038311,
happy,14.0,100.0,similarity,14.0,95.93432369038311,
happy,15.0,100.0,similarity,15.0,95.93432369038311,
happy,16.0,100.0,similarity,16.0,95.93432369038311,
